table,position,source_header,dest_header,datatype,valuetype,start,width,size,summary,description
b08526,150,b08526073_m90,b08526073_m90,str,,,,,,
b08526,151,b08526074,b08526074,str,,,,,,
b08526,152,b08526074_m90,b08526074_m90,str,,,,,,
b08526,153,b08526075,b08526075,str,,,,,,
b08526,154,b08526075_m90,b08526075_m90,str,,,,,,
b08526,155,b08526076,b08526076,str,,,,,,
b08526,156,b08526076_m90,b08526076_m90,str,,,,,,
b08526,157,b08526077,b08526077,str,,,,,,
b08526,158,b08526077_m90,b08526077_m90,str,,,,,,
b08526,159,b08526078,b08526078,str,,,,,,
b08526,160,b08526078_m90,b08526078_m90,str,,,,,,
b08526,161,b08526079,b08526079,str,,,,,,
b08526,162,b08526079_m90,b08526079_m90,str,,,,,,
b08526,163,b08526080,b08526080,str,,,,,,
b08526,164,b08526080_m90,b08526080_m90,str,,,,,,
b08526,165,b08526081,b08526081,str,,,,,,
b08526,166,b08526081_m90,b08526081_m90,str,,,,,,
b08526,167,b08526082,b08526082,str,,,,,,
b08526,168,b08526082_m90,b08526082_m90,str,,,,,,
b08526,169,b08526083,b08526083,str,,,,,,
b08526,170,b08526083_m90,b08526083_m90,str,,,,,,
b08526,171,b08526084,b08526084,str,,,,,,
b08526,172,b08526084_m90,b08526084_m90,str,,,,,,
b08526,173,b08526085,b08526085,str,,,,,,
b08526,174,b08526085_m90,b08526085_m90,str,,,,,,
b08526,175,b08526086,b08526086,str,,,,,,
b08526,176,b08526086_m90,b08526086_m90,str,,,,,,
b08526,177,b08526087,b08526087,str,,,,,,
b08526,178,b08526087_m90,b08526087_m90,str,,,,,,
b08526,179,b08526088,b08526088,str,,,,,,
b08526,180,b08526088_m90,b08526088_m90,str,,,,,,
b08526,181,b08526089,b08526089,str,,,,,,
b08526,182,b08526089_m90,b08526089_m90,str,,,,,,
b08526,183,b08526090,b08526090,str,,,,,,
b08526,184,b08526090_m90,b08526090_m90,str,,,,,,
b08526,185,b08526091,b08526091,str,,,,,,
b08526,186,b08526091_m90,b08526091_m90,str,,,,,,
b08526,187,b08526092,b08526092,str,,,,,,
b08526,188,b08526092_m90,b08526092_m90,str,,,,,,
b08526,189,b08526093,b08526093,str,,,,,,
b08526,190,b08526093_m90,b08526093_m90,str,,,,,,
b08526,191,b08526094,b08526094,str,,,,,,
b08526,192,b08526094_m90,b08526094_m90,str,,,,,,
b08526,193,b08526095,b08526095,str,,,,,,
b08526,194,b08526095_m90,b08526095_m90,str,,,,,,
b08526,195,b08526096,b08526096,str,,,,,,
b08526,196,b08526096_m90,b08526096_m90,str,,,,,,
b08526,197,b08526097,b08526097,str,,,,,,
b08526,198,b08526097_m90,b08526097_m90,str,,,,,,
b08526,199,b08526098,b08526098,str,,,,,,
b08526,200,b08526098_m90,b08526098_m90,str,,,,,,
b08526,201,b08526099,b08526099,str,,,,,,
b08526,202,b08526099_m90,b08526099_m90,str,,,,,,
b08526,203,b08526100,b08526100,str,,,,,,
b08526,204,b08526100_m90,b08526100_m90,str,,,,,,
b08526,205,b08526101,b08526101,str,,,,,,
b08526,206,b08526101_m90,b08526101_m90,str,,,,,,
b08526,207,b08526102,b08526102,str,,,,,,
b08526,208,b08526102_m90,b08526102_m90,str,,,,,,
b08526,209,b08526103,b08526103,str,,,,,,
b08526,210,b08526103_m90,b08526103_m90,str,,,,,,
b08526,211,b08526104,b08526104,str,,,,,,
b08526,212,b08526104_m90,b08526104_m90,str,,,,,,
b08526,213,b08526105,b08526105,str,,,,,,
b08526,214,b08526105_m90,b08526105_m90,str,,,,,,
b08528,1,stusab,stusab,str,,,,,,
b08528,2,chariter,chariter,int,,,,,,
b08528,3,sequence,sequence,int,,,,,,
b08528,4,logrecno,logrecno,int,,,,,,
b08528,5,b08528001,b08528001,str,,,,,,
b08528,6,b08528001_m90,b08528001_m90,str,,,,,,
b08528,7,b08528002,b08528002,str,,,,,,
b08528,8,b08528002_m90,b08528002_m90,str,,,,,,
b08528,9,b08528003,b08528003,str,,,,,,
b08528,10,b08528003_m90,b08528003_m90,str,,,,,,
b08528,11,b08528004,b08528004,str,,,,,,
b08528,12,b08528004_m90,b08528004_m90,str,,,,,,
b08528,13,b08528005,b08528005,str,,,,,,
b08528,14,b08528005_m90,b08528005_m90,str,,,,,,
b08528,15,b08528006,b08528006,str,,,,,,
b08528,16,b08528006_m90,b08528006_m90,str,,,,,,
b08528,17,b08528007,b08528007,str,,,,,,
b08528,18,b08528007_m90,b08528007_m90,str,,,,,,
b08528,19,b08528008,b08528008,str,,,,,,
b08528,20,b08528008_m90,b08528008_m90,str,,,,,,
b08528,21,b08528009,b08528009,str,,,,,,
b08528,22,b08528009_m90,b08528009_m90,str,,,,,,
b08528,23,b08528010,b08528010,str,,,,,,
b08528,24,b08528010_m90,b08528010_m90,str,,,,,,
b08528,25,b08528011,b08528011,str,,,,,,
b08528,26,b08528011_m90,b08528011_m90,str,,,,,,
b08528,27,b08528012,b08528012,str,,,,,,
b08528,28,b08528012_m90,b08528012_m90,str,,,,,,
b08528,29,b08528013,b08528013,str,,,,,,
b08528,30,b08528013_m90,b08528013_m90,str,,,,,,
b08528,31,b08528014,b08528014,str,,,,,,
b08528,32,b08528014_m90,b08528014_m90,str,,,,,,
b08528,33,b08528015,b08528015,str,,,,,,
b08528,34,b08528015_m90,b08528015_m90,str,,,,,,
b08528,35,b08528016,b08528016,str,,,,,,
b08528,36,b08528016_m90,b08528016_m90,str,,,,,,
b08528,37,b08528017,b08528017,str,,,,,,
b08528,38,b08528017_m90,b08528017_m90,str,,,,,,
b08528,39,b08528018,b08528018,str,,,,,,
b08528,40,b08528018_m90,b08528018_m90,str,,,,,,
b08528,41,b08528019,b08528019,str,,,,,,
b08528,42,b08528019_m90,b08528019_m90,str,,,,,,
b08528,43,b08528020,b08528020,str,,,,,,
b08528,44,b08528020_m90,b08528020_m90,str,,,,,,
b08528,45,b08528021,b08528021,str,,,,,,
b08528,46,b08528021_m90,b08528021_m90,str,,,,,,
b08528,47,b08528022,b08528022,str,,,,,,
b08528,48,b08528022_m90,b08528022_m90,str,,,,,,
b08528,49,b08528023,b08528023,str,,,,,,
b08528,50,b08528023_m90,b08528023_m90,str,,,,,,
b08528,51,b08528024,b08528024,str,,,,,,
b08528,52,b08528024_m90,b08528024_m90,str,,,,,,
b08528,53,b08528025,b08528025,str,,,,,,
b08528,54,b08528025_m90,b08528025_m90,str,,,,,,
b08528,55,b08528026,b08528026,str,,,,,,
b08528,56,b08528026_m90,b08528026_m90,str,,,,,,
b08528,57,b08528027,b08528027,str,,,,,,
b08528,58,b08528027_m90,b08528027_m90,str,,,,,,
b08528,59,b08528028,b08528028,str,,,,,,
b08528,60,b08528028_m90,b08528028_m90,str,,,,,,
b08528,61,b08528029,b08528029,str,,,,,,
b08528,62,b08528029_m90,b08528029_m90,str,,,,,,
b08528,63,b08528030,b08528030,str,,,,,,
b08528,64,b08528030_m90,b08528030_m90,str,,,,,,
b08528,65,b08528031,b08528031,str,,,,,,
b08528,66,b08528031_m90,b08528031_m90,str,,,,,,
b08528,67,b08528032,b08528032,str,,,,,,
b08528,68,b08528032_m90,b08528032_m90,str,,,,,,
b08528,69,b08528033,b08528033,str,,,,,,
b08528,70,b08528033_m90,b08528033_m90,str,,,,,,
b08528,71,b08528034,b08528034,str,,,,,,
b08528,72,b08528034_m90,b08528034_m90,str,,,,,,
b08528,73,b08528035,b08528035,str,,,,,,
b08528,74,b08528035_m90,b08528035_m90,str,,,,,,
b08528,75,b08528036,b08528036,str,,,,,,
b08528,76,b08528036_m90,b08528036_m90,str,,,,,,
b08528,77,b08528037,b08528037,str,,,,,,
b08528,78,b08528037_m90,b08528037_m90,str,,,,,,
b08528,79,b08528038,b08528038,str,,,,,,
b08528,80,b08528038_m90,b08528038_m90,str,,,,,,
b08528,81,b08528039,b08528039,str,,,,,,
b08528,82,b08528039_m90,b08528039_m90,str,,,,,,
b08528,83,b08528040,b08528040,str,,,,,,
b08528,84,b08528040_m90,b08528040_m90,str,,,,,,
b08528,85,b08528041,b08528041,str,,,,,,
b08528,86,b08528041_m90,b08528041_m90,str,,,,,,
b08528,87,b08528042,b08528042,str,,,,,,
b08528,88,b08528042_m90,b08528042_m90,str,,,,,,
b08528,89,b08528043,b08528043,str,,,,,,
b08528,90,b08528043_m90,b08528043_m90,str,,,,,,
b08528,91,b08528044,b08528044,str,,,,,,
b08528,92,b08528044_m90,b08528044_m90,str,,,,,,
b08528,93,b08528045,b08528045,str,,,,,,
b08528,94,b08528045_m90,b08528045_m90,str,,,,,,
b08528,95,b08528046,b08528046,str,,,,,,
b08528,96,b08528046_m90,b08528046_m90,str,,,,,,
b08528,97,b08528047,b08528047,str,,,,,,
b08528,98,b08528047_m90,b08528047_m90,str,,,,,,
b08528,99,b08528048,b08528048,str,,,,,,
b08528,100,b08528048_m90,b08528048_m90,str,,,,,,
b08528,101,b08528049,b08528049,str,,,,,,
b08528,102,b08528049_m90,b08528049_m90,str,,,,,,
b08528,103,b08528050,b08528050,str,,,,,,
b08528,104,b08528050_m90,b08528050_m90,str,,,,,,
b08528,105,b08528051,b08528051,str,,,,,,
b08528,106,b08528051_m90,b08528051_m90,str,,,,,,
b08528,107,b08528052,b08528052,str,,,,,,
b08528,108,b08528052_m90,b08528052_m90,str,,,,,,
b08528,109,b08528053,b08528053,str,,,,,,
b08528,110,b08528053_m90,b08528053_m90,str,,,,,,
b08528,111,b08528054,b08528054,str,,,,,,
b08528,112,b08528054_m90,b08528054_m90,str,,,,,,
b08528,113,b08528055,b08528055,str,,,,,,
b08528,114,b08528055_m90,b08528055_m90,str,,,,,,
b08528,115,b08528056,b08528056,str,,,,,,
b08528,116,b08528056_m90,b08528056_m90,str,,,,,,
b08528,117,b08528057,b08528057,str,,,,,,
b08528,118,b08528057_m90,b08528057_m90,str,,,,,,
b08528,119,b08528058,b08528058,str,,,,,,
b08528,120,b08528058_m90,b08528058_m90,str,,,,,,
b08528,121,b08528059,b08528059,str,,,,,,
b08528,122,b08528059_m90,b08528059_m90,str,,,,,,
b08528,123,b08528060,b08528060,str,,,,,,
b08528,124,b08528060_m90,b08528060_m90,str,,,,,,
b08528,125,b08528061,b08528061,str,,,,,,
b08528,126,b08528061_m90,b08528061_m90,str,,,,,,
b08528,127,b08528062,b08528062,str,,,,,,
b08528,128,b08528062_m90,b08528062_m90,str,,,,,,
b08528,129,b08528063,b08528063,str,,,,,,
b08528,130,b08528063_m90,b08528063_m90,str,,,,,,
b08528,131,b08528064,b08528064,str,,,,,,
b08528,132,b08528064_m90,b08528064_m90,str,,,,,,
b08528,133,b08528065,b08528065,str,,,,,,
b08528,134,b08528065_m90,b08528065_m90,str,,,,,,
b08528,135,b08528066,b08528066,str,,,,,,
b08528,136,b08528066_m90,b08528066_m90,str,,,,,,
b08528,137,b08528067,b08528067,str,,,,,,
b08528,138,b08528067_m90,b08528067_m90,str,,,,,,
b08528,139,b08528068,b08528068,str,,,,,,
b08528,140,b08528068_m90,b08528068_m90,str,,,,,,
b08528,141,b08528069,b08528069,str,,,,,,
b08528,142,b08528069_m90,b08528069_m90,str,,,,,,
b08528,143,b08528070,b08528070,str,,,,,,
b08528,144,b08528070_m90,b08528070_m90,str,,,,,,
column_meta,1,id,id,int,,,,,,
column_meta,2,table_id,table_id,str,,,,,,
column_meta,3,line_number,line_number,float,,,,,,
column_meta,4,column_id,column_id,str,,,,,,
column_meta,5,column_title,column_title,str,,,,,,
column_meta,6,indent,indent,int,,,,,,
column_meta,7,parent_column_id,parent_column_id,str,,,,,,
column_meta,8,year,year,int,,,,,,
column_meta,9,release,release,str,,,,,,
