id,stusab,chariter,sequence,logrecno,b08526001,b08526002,b08526003,b08526004,b08526005,b08526006,b08526007,b08526008,b08526009,b08526010,b08526011,b08526012,b08526013,b08526014,b08526015,b08526016,b08526017,b08526018,b08526019,b08526020,b08526021,b08526022,b08526023,b08526024,b08526025,b08526026,b08526027,b08526028,b08526029,b08526030,b08526031,b08526032,b08526033,b08526034,b08526035,b08526036,b08526037,b08526038,b08526039,b08526040,b08526041,b08526042,b08526043,b08526044,b08526045,b08526046,b08526047,b08526048,b08526049,b08526050,b08526051,b08526052,b08526053,b08526054,b08526055,b08526056,b08526057,b08526058,b08526059,b08526060,b08526061,b08526062,b08526063,b08526064,b08526065,b08526066,b08526067,b08526068,b08526069,b08526070,b08526071,b08526072,b08526073,b08526074,b08526075,b08526076,b08526077,b08526078,b08526079,b08526080,b08526081,b08526082,b08526083,b08526084,b08526085,b08526086,b08526087,b08526088,b08526089,b08526090,b08526091,b08526092,b08526093,b08526094,b08526095,b08526096,b08526097,b08526098,b08526099,b08526100,b08526101,b08526102,b08526103,b08526104,b08526105,geoid,gvid,sumlevel,jam_flags
953,ak,0,5,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0274830,,,
954,ak,0,5,2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0275050,,,
955,ak,0,5,2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0275077,,,
956,ak,0,5,2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0275160,,,
957,ak,0,5,2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0275380,,,
958,ak,0,5,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0275480,,,
959,ak,0,5,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0275930,,,
960,ak,0,5,2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0276260,,,
961,ak,0,5,2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0276590,,,
962,ak,0,5,2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0277140,,,
963,ak,0,5,2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0277690,,,
964,ak,0,5,2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0277800,,,
965,ak,0,5,2326,276.0,0.0,12.0,18.0,0.0,45.0,13.0,3.0,0.0,0.0,111.0,16.0,11.0,47.0,0.0,56.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,35.0,0.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,5.0,18.0,0.0,21.0,0.0,0.0,0.0,0.0,63.0,16.0,8.0,37.0,0.0,35.0,0.0,7.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000US0278240,,,
966,ak,0,5,2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0278297,,,
967,ak,0,5,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0278350,,,
968,ak,0,5,2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0278680,,,
969,ak,0,5,2330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0278790,,,
970,ak,0,5,2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0279120,,,
971,ak,0,5,2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0279230,,,
972,ak,0,5,2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0279780,,,
973,ak,0,5,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0279830,,,
974,ak,0,5,2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0279890,,,
975,ak,0,5,2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0280100,,,
976,ak,0,5,2337,199.0,7.0,22.0,11.0,0.0,5.0,33.0,0.0,0.0,6.0,72.0,6.0,14.0,23.0,0.0,40.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,34.0,2.0,14.0,17.0,0.0,53.0,7.0,1.0,11.0,0.0,5.0,5.0,0.0,0.0,6.0,16.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,0.0,16000US0280660,,,
977,ak,0,5,2338,2156.0,34.0,17.0,1702.0,13.0,26.0,106.0,4.0,25.0,11.0,89.0,50.0,19.0,59.0,1.0,220.0,3.0,8.0,36.0,2.0,16.0,8.0,3.0,4.0,6.0,61.0,17.0,9.0,47.0,0.0,37.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,11.0,0.0,27.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,928.0,0.0,0.0,768.0,9.0,1.0,95.0,1.0,17.0,2.0,8.0,15.0,10.0,1.0,1.0,44.0,16.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,900.0,15.0,8.0,859.0,1.0,4.0,3.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,16000US0280770,,,
978,ak,0,5,2339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0281320,,,
979,ak,0,5,2340,1980.0,140.0,115.0,64.0,141.0,131.0,210.0,71.0,52.0,112.0,420.0,233.0,82.0,165.0,44.0,1345.0,115.0,58.0,46.0,82.0,118.0,91.0,51.0,52.0,104.0,330.0,76.0,72.0,140.0,10.0,283.0,0.0,0.0,0.0,0.0,0.0,58.0,20.0,0.0,0.0,58.0,134.0,9.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,20.0,0.0,59.0,13.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,34.0,160.0,0.0,37.0,18.0,0.0,0.0,48.0,0.0,0.0,0.0,20.0,16.0,0.0,21.0,0.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,16000US0282200,,,
980,ak,0,5,2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0282420,,,
981,ak,0,5,2342,234.0,0.0,25.0,9.0,0.0,16.0,16.0,3.0,9.0,4.0,97.0,39.0,1.0,15.0,0.0,57.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,44.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,19.0,9.0,0.0,0.0,0.0,3.0,9.0,0.0,36.0,39.0,1.0,10.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000US0282750,,,
982,ak,0,5,2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0282860,,,
983,ak,0,5,2344,8245.0,36.0,925.0,187.0,129.0,2186.0,186.0,318.0,435.0,386.0,1748.0,953.0,435.0,295.0,26.0,6436.0,32.0,610.0,130.0,117.0,1850.0,172.0,190.0,330.0,308.0,1456.0,589.0,380.0,246.0,26.0,1208.0,0.0,247.0,27.0,0.0,237.0,6.0,11.0,80.0,49.0,214.0,293.0,19.0,25.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,142.0,0.0,23.0,10.0,0.0,10.0,0.0,0.0,12.0,0.0,7.0,40.0,20.0,20.0,0.0,249.0,0.0,25.0,5.0,0.0,36.0,8.0,112.0,0.0,0.0,37.0,22.0,0.0,4.0,0.0,201.0,4.0,20.0,15.0,12.0,53.0,0.0,5.0,13.0,29.0,34.0,0.0,16.0,0.0,0.0,16000US0283080,,,
984,ak,0,5,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0284000,,,
985,ak,0,5,2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0284070,,,
986,ak,0,5,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0284200,,,
987,ak,0,5,2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0284510,,,
988,ak,0,5,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0285280,,,
989,ak,0,5,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0285290,,,
990,ak,0,5,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0285610,,,
991,ak,0,5,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0285680,,,
992,ak,0,5,2353,985.0,123.0,67.0,29.0,35.0,197.0,84.0,16.0,64.0,0.0,185.0,107.0,34.0,44.0,0.0,668.0,59.0,37.0,0.0,16.0,148.0,74.0,6.0,64.0,0.0,156.0,52.0,17.0,39.0,0.0,107.0,4.0,0.0,20.0,0.0,25.0,0.0,0.0,0.0,0.0,10.0,43.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,52.0,14.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,109.0,46.0,30.0,0.0,11.0,7.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,32.0,0.0,0.0,9.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,16000US0286380,,,
993,ak,0,5,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0286470,,,
994,ak,0,5,2355,211.0,33.0,5.0,10.0,8.0,25.0,18.0,1.0,0.0,10.0,35.0,12.0,5.0,49.0,0.0,120.0,4.0,5.0,7.0,4.0,9.0,11.0,0.0,0.0,7.0,18.0,10.0,1.0,44.0,0.0,42.0,18.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,2.0,7.0,2.0,0.0,2.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,16000US0286490,,,
995,ak,0,5,3474,174421.0,4573.0,14772.0,3333.0,4556.0,19966.0,13622.0,4748.0,9575.0,17194.0,34931.0,14881.0,8770.0,15402.0,8098.0,132105.0,3199.0,10840.0,2373.0,3641.0,15615.0,11186.0,3666.0,7609.0,12189.0,26489.0,10195.0,6247.0,12496.0,6360.0,23352.0,348.0,2532.0,469.0,404.0,2580.0,1513.0,557.0,1118.0,2203.0,4908.0,2407.0,1453.0,2017.0,843.0,2137.0,85.0,65.0,14.0,0.0,347.0,42.0,72.0,70.0,221.0,329.0,540.0,137.0,183.0,32.0,4316.0,161.0,242.0,102.0,85.0,502.0,128.0,11.0,223.0,399.0,918.0,918.0,279.0,154.0,194.0,4988.0,598.0,404.0,179.0,258.0,458.0,527.0,228.0,61.0,429.0,607.0,412.0,230.0,438.0,159.0,7523.0,182.0,689.0,196.0,168.0,464.0,226.0,214.0,494.0,1753.0,1680.0,409.0,424.0,114.0,510.0,,,,
996,ak,0,5,3475,48218.0,1134.0,4509.0,1260.0,864.0,6066.0,3064.0,873.0,1690.0,2977.0,10445.0,3506.0,1641.0,4658.0,5531.0,34502.0,769.0,3176.0,851.0,816.0,4658.0,2447.0,689.0,1215.0,1837.0,7338.0,2286.0,1228.0,4067.0,3125.0,7005.0,251.0,897.0,219.0,11.0,922.0,320.0,154.0,303.0,410.0,1735.0,669.0,191.0,316.0,607.0,496.0,39.0,6.0,23.0,0.0,146.0,4.0,10.0,0.0,24.0,125.0,61.0,8.0,45.0,5.0,1923.0,0.0,50.0,9.0,0.0,140.0,107.0,0.0,52.0,200.0,647.0,336.0,112.0,60.0,210.0,1025.0,9.0,95.0,24.0,0.0,135.0,134.0,0.0,3.0,78.0,207.0,90.0,0.0,144.0,106.0,3267.0,66.0,285.0,134.0,37.0,65.0,52.0,20.0,117.0,428.0,393.0,64.0,102.0,26.0,1478.0,,,,
997,ak,0,5,3476,17414.0,839.0,1216.0,227.0,244.0,2190.0,1345.0,196.0,771.0,1196.0,3537.0,1071.0,457.0,3863.0,262.0,10506.0,334.0,883.0,74.0,192.0,1068.0,852.0,75.0,611.0,805.0,2072.0,636.0,237.0,2471.0,196.0,2901.0,114.0,117.0,74.0,12.0,489.0,182.0,25.0,103.0,91.0,788.0,100.0,84.0,666.0,56.0,1006.0,192.0,6.0,0.0,26.0,255.0,40.0,33.0,0.0,28.0,201.0,98.0,25.0,98.0,4.0,1586.0,3.0,47.0,60.0,0.0,341.0,61.0,48.0,52.0,64.0,190.0,114.0,66.0,537.0,3.0,786.0,166.0,76.0,19.0,14.0,5.0,156.0,0.0,0.0,45.0,127.0,61.0,29.0,85.0,3.0,629.0,30.0,87.0,0.0,0.0,32.0,54.0,15.0,5.0,163.0,159.0,62.0,16.0,6.0,0.0,,,,
998,ak,0,5,3477,6655.0,251.0,851.0,321.0,100.0,864.0,800.0,118.0,329.0,463.0,934.0,544.0,270.0,579.0,231.0,4092.0,164.0,488.0,192.0,73.0,507.0,551.0,84.0,255.0,298.0,515.0,345.0,58.0,421.0,141.0,1124.0,35.0,288.0,37.0,13.0,182.0,29.0,6.0,51.0,91.0,190.0,39.0,99.0,27.0,37.0,226.0,1.0,0.0,7.0,0.0,5.0,153.0,0.0,0.0,25.0,5.0,18.0,4.0,0.0,8.0,585.0,24.0,14.0,61.0,0.0,152.0,25.0,28.0,13.0,19.0,84.0,71.0,32.0,40.0,22.0,390.0,27.0,36.0,24.0,14.0,18.0,42.0,0.0,0.0,0.0,75.0,49.0,0.0,82.0,23.0,238.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,65.0,22.0,77.0,9.0,0.0,,,,
999,ak,0,5,3478,7144.0,933.0,310.0,763.0,183.0,948.0,432.0,104.0,367.0,242.0,988.0,326.0,427.0,541.0,580.0,4145.0,224.0,176.0,382.0,73.0,717.0,331.0,74.0,262.0,178.0,605.0,193.0,231.0,351.0,348.0,1582.0,328.0,26.0,281.0,92.0,143.0,81.0,0.0,83.0,35.0,173.0,49.0,147.0,75.0,69.0,47.0,10.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,559.0,185.0,3.0,42.0,12.0,0.0,11.0,0.0,13.0,17.0,14.0,64.0,15.0,55.0,128.0,514.0,148.0,92.0,9.0,6.0,57.0,6.0,30.0,9.0,4.0,61.0,19.0,21.0,17.0,35.0,297.0,38.0,13.0,17.0,0.0,31.0,3.0,0.0,0.0,8.0,130.0,1.0,13.0,43.0,0.0,,,,
1000,ak,0,5,3479,151263.0,4182.0,11659.0,2899.0,4211.0,16103.0,12620.0,3984.0,8719.0,15545.0,29263.0,12151.0,7565.0,14362.0,8000.0,114936.0,2968.0,8827.0,2151.0,3373.0,12472.0,10393.0,3164.0,7000.0,11072.0,21928.0,8412.0,5295.0,11619.0,6262.0,20690.0,286.0,1936.0,400.0,380.0,2257.0,1435.0,499.0,1025.0,2075.0,4275.0,1959.0,1404.0,1916.0,843.0,2074.0,85.0,65.0,14.0,0.0,347.0,37.0,72.0,51.0,191.0,329.0,531.0,137.0,183.0,32.0,3560.0,141.0,187.0,78.0,79.0,370.0,100.0,11.0,211.0,360.0,844.0,615.0,240.0,130.0,194.0,4435.0,574.0,322.0,157.0,258.0,405.0,495.0,113.0,61.0,407.0,542.0,337.0,174.0,431.0,159.0,5568.0,128.0,322.0,99.0,121.0,252.0,160.0,125.0,371.0,1440.0,1345.0,297.0,315.0,83.0,510.0,,,,
1001,ak,0,5,3480,30925.0,277.0,2846.0,536.0,645.0,4080.0,1732.0,642.0,1260.0,1810.0,6878.0,1991.0,901.0,2975.0,4352.0,22224.0,178.0,2144.0,366.0,597.0,3231.0,1366.0,526.0,935.0,1225.0,5135.0,1225.0,702.0,2542.0,2052.0,4607.0,60.0,530.0,143.0,11.0,575.0,159.0,106.0,272.0,326.0,1127.0,435.0,114.0,213.0,536.0,346.0,39.0,0.0,23.0,0.0,108.0,4.0,10.0,0.0,23.0,94.0,0.0,8.0,37.0,0.0,1165.0,0.0,10.0,4.0,0.0,69.0,70.0,0.0,38.0,110.0,283.0,252.0,69.0,50.0,210.0,632.0,0.0,71.0,0.0,0.0,79.0,111.0,0.0,3.0,16.0,126.0,43.0,0.0,107.0,76.0,1951.0,0.0,91.0,0.0,37.0,18.0,22.0,0.0,12.0,110.0,113.0,36.0,8.0,26.0,1478.0,,,,
1002,ak,0,5,3481,17414.0,839.0,1216.0,227.0,244.0,2190.0,1345.0,196.0,771.0,1196.0,3537.0,1071.0,457.0,3863.0,262.0,10506.0,334.0,883.0,74.0,192.0,1068.0,852.0,75.0,611.0,805.0,2072.0,636.0,237.0,2471.0,196.0,2901.0,114.0,117.0,74.0,12.0,489.0,182.0,25.0,103.0,91.0,788.0,100.0,84.0,666.0,56.0,1006.0,192.0,6.0,0.0,26.0,255.0,40.0,33.0,0.0,28.0,201.0,98.0,25.0,98.0,4.0,1586.0,3.0,47.0,60.0,0.0,341.0,61.0,48.0,52.0,64.0,190.0,114.0,66.0,537.0,3.0,786.0,166.0,76.0,19.0,14.0,5.0,156.0,0.0,0.0,45.0,127.0,61.0,29.0,85.0,3.0,629.0,30.0,87.0,0.0,0.0,32.0,54.0,15.0,5.0,163.0,159.0,62.0,16.0,6.0,0.0,,,,
1003,ak,0,5,3482,5448.0,136.0,637.0,307.0,40.0,768.0,610.0,118.0,314.0,342.0,767.0,492.0,204.0,512.0,201.0,3422.0,80.0,373.0,192.0,27.0,480.0,388.0,84.0,243.0,195.0,453.0,341.0,46.0,379.0,141.0,979.0,31.0,250.0,30.0,13.0,143.0,29.0,6.0,51.0,91.0,144.0,39.0,88.0,27.0,37.0,187.0,1.0,0.0,0.0,0.0,5.0,129.0,0.0,0.0,25.0,5.0,18.0,4.0,0.0,0.0,488.0,22.0,14.0,61.0,0.0,122.0,25.0,28.0,10.0,19.0,82.0,39.0,32.0,34.0,0.0,284.0,2.0,0.0,24.0,0.0,18.0,39.0,0.0,0.0,0.0,75.0,40.0,0.0,63.0,23.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,15.0,34.0,9.0,0.0,,,,
1004,ak,0,5,3483,4956.0,530.0,166.0,739.0,168.0,648.0,319.0,34.0,323.0,37.0,839.0,256.0,311.0,209.0,377.0,2879.0,148.0,95.0,368.0,70.0,485.0,250.0,34.0,234.0,37.0,525.0,129.0,153.0,138.0,213.0,1250.0,249.0,25.0,281.0,92.0,78.0,57.0,0.0,77.0,0.0,163.0,49.0,113.0,17.0,49.0,37.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,360.0,118.0,0.0,32.0,6.0,0.0,6.0,0.0,12.0,0.0,1.0,59.0,11.0,0.0,115.0,199.0,15.0,33.0,9.0,0.0,54.0,6.0,0.0,0.0,0.0,31.0,19.0,21.0,11.0,0.0,231.0,0.0,13.0,17.0,0.0,31.0,0.0,0.0,0.0,0.0,114.0,0.0,13.0,43.0,0.0,,,,
1005,az,0,5,1,2733611.0,35571.0,270205.0,215285.0,78413.0,332162.0,131790.0,51741.0,227194.0,303141.0,523578.0,271894.0,129344.0,143940.0,19353.0,2054270.0,22710.0,183659.0,168745.0,60761.0,260423.0,105541.0,39813.0,178634.0,206113.0,408172.0,194803.0,94777.0,116656.0,13463.0,365649.0,7459.0,64617.0,27012.0,8854.0,35750.0,14732.0,5035.0,20221.0,45673.0,62613.0,36889.0,17083.0,17329.0,2382.0,57716.0,1393.0,3078.0,3238.0,1254.0,8195.0,1689.0,1034.0,2573.0,6940.0,9351.0,11676.0,3482.0,3616.0,197.0,60883.0,1289.0,3388.0,2956.0,729.0,9356.0,1052.0,872.0,4965.0,5023.0,12643.0,11431.0,3328.0,1472.0,2379.0,65115.0,792.0,6107.0,5109.0,1670.0,8525.0,4756.0,970.0,2516.0,7339.0,11252.0,9985.0,2703.0,2786.0,605.0,129978.0,1928.0,9356.0,8225.0,5145.0,9913.0,4020.0,4017.0,18285.0,32053.0,19547.0,7110.0,7971.0,2081.0,327.0,04000US04,,,
1006,az,0,5,13,17643.0,615.0,1583.0,331.0,135.0,973.0,1216.0,214.0,734.0,694.0,6253.0,1683.0,389.0,2823.0,0.0,13726.0,430.0,1124.0,162.0,104.0,845.0,864.0,199.0,566.0,331.0,5076.0,1306.0,243.0,2476.0,0.0,2164.0,109.0,354.0,56.0,12.0,53.0,306.0,10.0,124.0,268.0,394.0,186.0,56.0,236.0,0.0,63.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,30.0,0.0,12.0,0.0,923.0,42.0,30.0,23.0,0.0,49.0,17.0,0.0,28.0,52.0,461.0,82.0,67.0,72.0,0.0,360.0,0.0,12.0,43.0,0.0,6.0,20.0,0.0,0.0,43.0,184.0,25.0,0.0,27.0,0.0,407.0,34.0,63.0,40.0,19.0,20.0,0.0,5.0,16.0,0.0,133.0,54.0,23.0,0.0,0.0,05000US04001,,,
